x, y
0.152943490117,0.123943240774
0.445740637216,0.459610721987
0.907721398097,0.984885451633
0.1574845334,0.686827846579
0.803822304666,0.130279203563
0.720847587396,0.168278606186
0.84874663851,0.947905131706
0.98106403576,0.256042620512
0.222416363111,0.20590776455
0.822633666306,0.0381653313069
0.842544356153,0.632901200304
0.477072703978,0.348619911118
0.133917240691,0.629042237862
0.309062688944,0.25316552991
0.175161910571,0.0834714248174
0.948825022084,0.565097935258
0.888141482815,0.772089770461
0.401580709038,0.08352400073
0.685325579168,0.497570173121
0.640770952867,0.996532206347
0.467987944288,0.391232244889
0.25516548483,0.95226528735
0.159038071262,0.0556299055725
0.681460220359,0.609734936585
0.229254833929,0.696985759313
0.4011244716,0.62804027468
0.852808039866,0.826994560814
0.331763279117,0.580654168179
0.0192356050045,0.167236132979
0.177076883762,0.085455185475
0.71682028889,0.597826983757
0.167534341528,0.921646949576
0.172902482507,0.618345639081
0.709808705911,0.256776425245
0.607897236267,0.377756891502
0.835976497856,0.902075986374
0.00950217478824,0.341210361312
0.979462444294,0.296059189072
0.729512172418,0.0463130809517
0.644143133555,0.504621963653
0.0709225032475,0.296714773903
0.204443268662,0.603552427386
0.485330524887,0.406518198855
0.362242039057,0.956134827869
0.0556251748489,0.813354139748
0.666519285861,0.414780414652
0.631619751852,0.643346752762
0.0925891445878,0.367686056769
0.637666233228,0.135357301432
0.285028954556,0.654707418727
0.32206342801,0.12692968851
0.0647651973924,0.704219413186
0.073739477048,0.679314927345
0.605537153089,0.206855742251
0.129659279375,0.346847016115
0.333198037965,0.588146577067
0.026561868773,0.561046502386
0.478200686069,0.517036978774
0.435138355358,0.181785604013
0.381471957508,0.995956698225
0.208756938213,0.147971269034
0.232446194692,0.948346549392
0.210952745315,0.165047913333
0.631917203533,0.160772823333
0.0581097834781,0.922398675633
0.54372210828,0.0461819398311
0.486068318911,0.0113405446681
0.744547076408,0.686638614861
0.442178080156,0.503397838608
0.877798043236,0.938612463745
0.306340434912,0.358856307513
0.37662601105,0.483575624767
0.86483381199,0.0328343056276
0.728047378048,0.363946346809
0.824000247975,0.424219806947
0.596001721258,0.334880065663
0.446085962663,0.12279617567
0.395133927051,0.470145704212
0.835341764218,0.16254246116
0.756742188938,0.711207373758
0.247224497528,0.777631725312
0.727141297086,0.995438658395
0.178134497487,0.595303760574
0.531196529408,0.490903750081
0.768166856572,0.399319782024
0.578976384604,0.3596001274
0.763851389519,0.853104894407
0.212081693134,0.914050377591
0.880776257875,0.110393363209
0.119685546584,0.569505229049
0.550494390697,0.767376123848
0.731426269492,0.498632006838
0.264212660735,0.578892552795
0.411309485366,0.483528325579
0.458059072899,0.666976323346
0.736241307798,0.793781665746
0.0644708039896,0.154211661663
0.0607221201943,0.43919250873
0.150116486909,0.260168831127
0.735489291007,0.140277469455
0.298330461786,0.540596655578
0.689627476759,0.590542765144
0.230091581459,0.694109263603
0.793239757658,0.423059404546
0.63479160375,0.629944488189
0.636167603072,0.0501417989315
0.252650385174,0.860483347909
0.150838710514,0.86901092698
0.571066638186,0.473125824034
0.251925128887,0.708933226944
0.966754415574,0.587700837122
0.475066140205,0.243476328013
0.88783389308,0.330239755786
0.809388682106,0.427209339229
0.738590417793,0.955164480033
0.249339018587,0.769903321757
0.287792554152,0.79996311676
0.885691002077,0.252254994365
0.498445509045,0.351971722726
0.158284315248,0.612437005527
0.701021159123,0.496367591428
0.953228655058,0.919444973234
0.613159772398,0.241667182844
0.786142497961,0.161355588066
0.0809719765883,0.893580266339
0.129131032103,0.168576351546
0.335715313175,0.855629574726
0.474840386394,0.760577430468
0.276918600673,0.496368860504
0.769190854017,0.462752382311
0.1368765229,0.924107403933
0.284248064846,0.436741801388
0.290451450321,0.206225848887
0.342400673762,0.368266984421
0.591500414831,0.527446662225
0.579787267586,0.0633960627989
0.356316885467,0.860057688465
0.635474841648,0.261277952496
0.275727340418,0.761809493974
0.244158693345,0.412094723364
0.30948337805,0.776398480424
0.101241435882,0.244623581726
0.951257845877,0.515241363155
0.269705495707,0.655779373255
0.325695717666,0.195079247539
0.547886354252,0.865075442814
0.557914601153,0.2506929951
0.08649354619,0.680482417623
0.0537016684661,0.691929583783
0.453009114369,0.972556382054
0.55490304103,0.11762480832
0.960690582031,0.255948729738
0.707575331198,0.0852500126715
0.31770911741,0.827135902209
0.987614123349,0.530139540611
0.533036702569,0.0903203823175
0.0947481993457,0.302912700794
0.479407819911,0.380395917175
0.0144217268302,0.146532881314
0.975798763818,0.694381063022
0.304294307127,0.343175005594
0.13173891735,0.121069370483
0.248782015657,0.399668346204
0.701597231143,0.365663282101
0.214656282086,0.589638527601
0.00880193887513,0.245938558289
0.218867731585,0.450376044279
0.153117016826,0.635560271924
0.249348796433,0.205816664788
0.454781169737,0.867004612112
0.809696703536,0.50055061095
0.834249910324,0.63661868107
0.0524842032531,0.252658466722
0.573292592185,0.79984175507
0.382860353771,0.851442636275
0.641911907167,0.907462884574
0.924797892037,0.441687506521
0.0821844977073,0.240397990898
0.098976739268,0.576308393598
0.185939461457,0.966330663205
0.372605017262,0.667557358686
0.867040704254,0.896316508999
0.727041794457,0.114685459652
0.821743616075,0.381159835798
0.174410105161,0.57457640144
0.0566220644905,0.199929145646
0.047855633385,0.376180521143
0.181115765598,0.734716780753
0.797400002368,0.0248445459913
0.815647022975,0.971510611672
0.776016863529,0.507716687982
0.360000111458,0.129112167878
0.424598544091,0.0432717420421
0.0693593226181,0.609395010669
0.0100579817563,0.761902258217
0.41391838111,0.756762642564
0.897490599439,0.991765928146
0.950642725968,0.842638201453
0.261996763915,0.857928249039
0.647888394464,0.286864128312
0.0859374771636,0.527806148732
0.24268284129,0.514039298307
0.179448558914,0.940975236707
0.0407363913708,0.431358327469
0.899820280006,0.381536353195
0.171632932257,0.736950513132
0.58126994489,0.53351326584
0.725644261249,0.679109212388
0.976166891812,0.742777181513
0.434086956737,0.0242024398236
0.000713213846313,0.115574828633
0.421912665517,0.525617730616
0.934964546041,0.157470972153
0.0439629003893,0.713172490795
0.991772421335,0.307114271036
0.911324783765,0.420965670101
0.329006560151,0.0905312539932
0.710236254206,0.465881663209
0.880792365613,0.985377777212
0.219324392167,0.33212304169
0.0379095336321,0.658538159685
0.432931272655,0.0356983191077
0.452918573573,0.107503438791
0.65462129246,0.611842645367
0.127001246256,0.589987050597
0.902683059562,0.878248733081
0.727480773015,0.777555889298
0.774714430994,0.781517724619
0.812027653185,0.178725633277
0.783407782333,0.192718524597
0.285369488536,0.698895914944
0.102502337146,0.435902524626
0.96001134398,0.645367142985
0.58602558454,0.967731096853
0.555312461492,0.234032700397
0.80082140948,0.326863776737
0.481981890287,0.845802959931
0.322549552456,0.811491504675
0.428348752413,0.589470686987
0.630608920093,0.0506499844469
0.239207445043,0.29872151567
0.649520618125,0.461845132053
0.6758067251,0.630448621216
0.426574258057,0.776808990859
0.155050890499,0.197424850728
0.201288477941,0.416935447877
0.80072826382,0.764334607112
0.636859818766,0.30179800346
0.905131141002,0.448929489818
0.985560244301,0.247051810448
0.538602220371,0.830443318047
0.567563721976,0.865859021742
0.763707692283,0.92843786967
0.0499178949339,0.853177639378
0.631870612523,0.259437872587
0.451408300788,0.521857548298
0.14404845597,0.897127861388
0.675132770462,0.339513126973
0.632181912999,0.697606616847
0.413827759897,0.385385484473
0.259938752534,0.356103184113
0.287095949484,0.39987076108
0.47385335271,0.497810552086
0.304525848881,0.356156705494
0.447798811813,0.624433292383
0.925738833049,0.574767524562
0.866083215671,0.107730929337
0.308622645985,0.298384738402
0.247737929452,0.775467226524
0.763359332811,0.0313350257085
0.0899155884094,0.409038721009
0.210978779916,0.871418003677
0.339500587503,0.757081592568
0.00563123666356,0.344467702053
0.338541594211,0.902968580879
0.890338897364,0.796803339524
0.964298973395,0.175511326794
0.629668267392,0.430407987379
0.528023652568,0.593402700997
0.571996909619,0.496411225088
0.159017044929,0.387611764939
0.956729343681,0.476697581137
0.955362891985,0.525777682106
0.555635546017,0.902600254961
0.301743602285,0.930075922796
0.785600379737,0.516720910359
0.0737980060793,0.566054431692
0.355771044229,0.534124578927
0.824644784901,0.910789000835
0.395144626757,0.0590869939398
0.631444984164,0.408655238357
0.709806821582,0.370869036669
0.0754552556899,0.568481110779
0.113935148641,0.248581846801
0.127970094584,0.677568204886
0.784862933561,0.96904233207
0.321167730343,0.580651014315
0.305556109024,0.734530052909
0.800295166944,0.329868175542
0.0823933926417,0.31123474035
0.350048011694,0.781766973181
0.466228541294,0.569297107494
0.830129694372,0.496480639947
0.514976811123,0.160715913354
0.542216104305,0.728954157486
0.945980100253,0.581655424571
0.830398208942,0.348967241187
0.599265126224,0.13955895193
0.426468406093,0.704564683841
0.777696419569,0.375461376266
0.515354862816,0.578856124867
